,Subject,0,Item,0,Condition,0,Word,0,0,0,0,RT,0,0
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,1,volt%2C,folp%2C,1,yes,656,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,656
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,2,hogy,bégy,0,yes,705,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,705
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,3,kitudódik-e%2C,padetótik-e%2C,0,yes,833,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,833
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,4,hogy,muty,0,yes,845,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,845
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,5,a,u,0,yes,977,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,977
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,6,bankár,benkám,1,yes,625,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,625
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,7,megvesztegette,netyesztepekke,1,yes,1349,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,1349
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,8,a,ű,0,yes,560,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,560
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,172,0,Filler-E,66,9,bírót.,fecót.,0,yes,669,Kérdéses volt%2C hogy kitudódik-e%2C hogy a bankár megvesztegette a bírót.,669
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,0,A,Ű,0,yes,562,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,562
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,1,tűzoltó%2C,moholto%2C,0,yes,696,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,696
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,2,akit,epit,0,yes,730,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,730
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,3,észrevett,jérunnett,1,yes,779,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,779
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,4,az,iz,1,yes,681,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,681
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,5,orvos,olvál,0,yes,697,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,697
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,6,az,at,1,yes,848,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,848
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,7,égő,ámő,1,yes,1094,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,1094
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,8,házban%2C,humból%2C,0,yes,634,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,634
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,9,megijesztette,feláhelytette,1,yes,924,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,924
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,10,a,i,0,yes,811,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,811
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,89,0,Expt-C,20,11,kutyát.,kebbák.,0,yes,603,A tűzoltó%2C akit észrevett az orvos az égő házban%2C megijesztette a kutyát.,603
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,0,Az%2C,Öz%2C,0,yes,589,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,589
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,1,hogy,bégy,1,yes,570,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,570
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,2,a,ö,0,yes,577,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,577
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,3,kisfiúnak,körbaűnak,1,yes,695,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,695
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,4,megvette,felsette,1,yes,862,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,862
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,5,az,éz,1,yes,666,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,666
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,6,anyukája,rügugoja,1,yes,679,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,679
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,7,lézerkardot%2C,réverkartod%2C,0,yes,1680,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,1680
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,8,féltékennyé,fogizseszzé,1,yes,923,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,923
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,9,tette,slode,1,yes,739,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,739
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,10,a,ú,1,yes,620,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,620
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,142,0,Filler-A,36,11,testvéreit.,mazkeszeit.,1,yes,793,Az%2C hogy a kisfiúnak megvette az anyukája lézerkardot%2C féltékennyé tette a testvéreit.,793
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,0,Annak,Rlcak,0,yes,781,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,781
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,1,a,u,0,yes,585,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,585
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,2,lehetősége%2C,latelörébe%2C,1,yes,737,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,737
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,3,hogy,muty,1,yes,683,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,683
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,4,a,ű,0,yes,503,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,503
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,5,színésznő,szütuszné,0,yes,668,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,668
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,6,a,ú,0,yes,765,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,765
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,7,darab,dalav,1,yes,685,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,685
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,8,után,unák,0,yes,717,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,717
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,9,autogramokat,euriksítokat,0,yes,755,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,755
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,10,fog,vük,1,yes,608,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,608
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,11,osztani%2C,ogyikki%2C,0,yes,628,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,628
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,12,felvillanyozta,feluttyassomba,0,yes,866,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,866
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,13,a,u,0,yes,820,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,820
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,161,0,Filler-C,55,14,rajongót.,romonölj.,1,yes,729,Annak a lehetősége%2C hogy a színésznő a darab után autogramokat fog osztani%2C felvillanyozta a rajongót.,729
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,0,A,É,0,yes,491,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,491
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,1,könyvelő%2C,kásssorő%2C,1,yes,974,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,974
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,2,akit,ukít,1,yes,640,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,640
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,3,figyelmeztetett,talyelléstattet,0,yes,683,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,683
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,4,a,é,1,yes,625,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,625
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,5,statisztikus,spamésztükön,0,yes,983,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,983
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,6,a,ö,0,yes,653,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,653
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,7,megbeszélés,felfellélés,0,yes,649,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,649
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,8,előtt%2C,elüng%2C,1,yes,675,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,675
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,9,összefoglalta,össrőmogkadba,1,yes,887,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,887
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,10,az,am,0,yes,1105,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,1105
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,41,0,Expt-C,8,11,eredményeket.,órúdmécsiset.,0,yes,656,A könyvelő%2C akit figyelmeztetett a statisztikus a megbeszélés előtt%2C összefoglalta az eredményeket.,656
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,0,Nyilvánvaló,Nyélvehjésó,0,yes,660,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,660
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,1,volt%2C,vilt%2C,1,yes,690,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,690
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,2,hogy,bégy,1,yes,839,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,839
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,3,az,öz,1,yes,736,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,736
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,4,iskolavezetés,ipéssajegetás,1,yes,1080,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,1080
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,5,komoly,kurots,1,yes,761,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,761
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,6,problémákkal,breplénáttar,1,yes,840,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,840
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,170,0,Filler-E,64,7,küzd.,pézd.,0,yes,726,Nyilvánvaló volt%2C hogy az iskolavezetés komoly problémákkal küzd.,726
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,0,A,I,0,yes,502,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,502
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,1,művész%2C,múnétt%2C,0,yes,760,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,760
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,2,aki,atú,0,yes,571,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,571
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,3,a,ö,1,yes,768,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,768
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,4,műgyűjtőt,mindűvtűt,0,yes,1207,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,1207
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,5,lefárasztotta,leszómásztúcca,1,yes,711,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,711
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,6,a,ü,1,yes,747,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,747
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,7,látogatása,riminalása,1,yes,960,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,960
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,8,során%2C,torák%2C,1,yes,1085,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,1085
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,9,feltekerte,felivverim,1,yes,794,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,794
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,10,a,é,0,yes,748,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,748
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,36,0,Expt-B,7,11,vásznat.,vattnes.,1,yes,745,A művész%2C aki a műgyűjtőt lefárasztotta a látogatása során%2C feltekerte a vásznat.,745
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,0,Nyilvánvaló,Nyirvéljásó,0,yes,1053,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,1053
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,1,volt%2C,vilt%2C,1,yes,709,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,709
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,2,hogy,pőgy,1,yes,581,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,581
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,3,a,ö,0,yes,595,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,595
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,4,hivatalnok,eksatalosp,1,yes,844,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,844
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,5,hősies,vótien,0,yes,791,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,791
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,6,tetteinek,blöfeálek,0,yes,772,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,772
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,7,köszönhetően,klapösrorüen,1,yes,827,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,827
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,8,fog,vük,1,yes,829,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,829
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,9,érdemérmet,érdadérürt,1,yes,1212,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,1212
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,10,kapni,tatni,0,yes,736,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,736
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,11,jövő,imdő,0,yes,672,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,672
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,173,0,Filler-E,67,12,tavasszal.,timanyzok.,1,yes,682,Nyilvánvaló volt%2C hogy a hivatalnok hősies tetteinek köszönhetően fog érdemérmet kapni jövő tavasszal.,682
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,0,Az,Am,0,yes,523,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,523
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,1,ügyvéd%2C,úgyvít%2C,1,yes,1111,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,1111
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,2,aki,atu,0,yes,639,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,639
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,3,ajánlotta,röáslazza,1,yes,764,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,764
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,4,a,ö,1,yes,680,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,680
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,5,közjegyzőt,közjenngát,0,yes,660,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,660
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,6,a,o,1,yes,595,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,595
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,7,tárgyalásra,misnnasásra,1,yes,704,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,704
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,8,készülve%2C,kányírve%2C,1,yes,738,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,738
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,9,megszervezte,megszerzűkim,1,yes,825,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,825
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,10,a,u,1,yes,616,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,616
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,95,0,Expt-A,22,11,találkozót.,mépálhönót.,0,yes,617,Az ügyvéd%2C aki ajánlotta a közjegyzőt a tárgyalásra készülve%2C megszervezte a találkozót.,617
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,0,Az,Öz,0,yes,530,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,530
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,1,a,ű,1,yes,644,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,644
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,2,gyanú%2C,nyegú%2C,0,yes,776,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,776
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,3,hogy,büly,1,yes,597,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,597
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,4,a,u,1,yes,618,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,618
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,5,házigazda,púlikahda,1,yes,824,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,824
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,6,rohadt,révard,1,yes,726,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,726
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,7,gyümölcsöt,gyítölnyőm,0,yes,553,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,553
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,8,tálalt,tejart,1,yes,662,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,662
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,9,fel%2C,zel%2C,0,yes,676,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,676
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,10,hamar,hekam,0,yes,662,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,662
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,11,elterjedt,eliszjogr,0,yes,873,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,873
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,12,a,ú,1,yes,585,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,585
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,152,0,Filler-B,46,13,környéken.,kérgyánen.,0,yes,846,Az a gyanú%2C hogy a házigazda rohadt gyümölcsöt tálalt fel%2C hamar elterjedt a környéken.,846
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,0,A,É,0,yes,522,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,522
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,1,szájhős%2C,szovhúr%2C,0,yes,750,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,750
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,2,akit,atut,1,yes,769,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,769
