Subject,Condition,Item,Word,option.1,option2,side,correct,RT,fulltext,withredo
38,MatrixTheStill,18,8,sailor,rareor,0,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,9,will,wist,1,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,10,still,stull,1,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,11,plot,drot,1,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,12,a,e,0,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,13,course,bourse,1,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,14,through,scrough,0,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,15,rough,mough,1,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixTheStill,18,16,waters.,galers.,0,0,NA,The pirate that no admiral respected as a sailor will still plot a course through rough waters.,
38,MatrixNoEver,14,0,No,Vo,0,1,698,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,698
38,MatrixNoEver,14,1,patient,pariere,0,1,729,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,729
38,MatrixNoEver,14,2,that,quat,1,1,758,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,758
38,MatrixNoEver,14,3,the,tho,1,0,605,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,4,doctor,rictor,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,5,treated,treened,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,6,in,ig,0,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,7,the,tho,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,8,hospital,fuppital,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,9,will,wirs,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,10,ever,ucer,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,11,be,te,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,12,seriously,memieetly,0,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,13,ill,ins,0,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,14,for,ror,0,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,15,many,cuny,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,MatrixNoEver,14,16,years.,ythes.,1,0,NA,No patient that the doctor treated in the hospital will ever be seriously ill for many years.,
38,BothTheStill,1,0,The,Na,0,1,588,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,588
38,BothTheStill,1,1,hunter,herter,0,1,730,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,730
38,BothTheStill,1,2,that,grat,1,1,1023,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,1023
38,BothTheStill,1,3,the,thi,0,1,681,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,681
38,BothTheStill,1,4,fisherman,hosterman,0,1,698,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,698
38,BothTheStill,1,5,trusted,prasted,0,0,983,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,6,with,wich,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,7,a,e,0,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,8,secret,mescet,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,9,will,wist,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,10,still,stull,0,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,11,shoot,shoat,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,12,a,e,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,13,bear,bour,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,14,with,wich,0,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,15,a,e,1,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,1,16,bow.,bor.,0,0,NA,The hunter that the fisherman trusted with a secret will still shoot a bear with a bow.,
38,BothTheStill,19,0,The,Whu,0,1,584,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,584
38,BothTheStill,19,1,salesman,sudgeman,1,1,900,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,900
38,BothTheStill,19,2,that,thut,0,1,737,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,737
38,BothTheStill,19,3,the,whe,1,1,1470,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,1470
38,BothTheStill,19,4,negotiator,tebetiatik,1,1,824,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,824
38,BothTheStill,19,5,noticed,notache,1,1,974,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,974
38,BothTheStill,19,6,make,mame,0,1,1264,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,1264
38,BothTheStill,19,7,a,e,1,1,654,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,654
38,BothTheStill,19,8,mistake,mistics,0,1,1036,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,1036
38,BothTheStill,19,9,will,wips,1,1,804,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,804
38,BothTheStill,19,10,still,stell,1,1,728,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,728
38,BothTheStill,19,11,make,mame,0,1,739,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,739
38,BothTheStill,19,12,a,e,1,1,682,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,682
38,BothTheStill,19,13,investment,inlictment,0,1,1080,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,1080
38,BothTheStill,19,14,in,ir,0,1,684,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,684
38,BothTheStill,19,15,bad,bam,1,1,808,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,808
38,BothTheStill,19,16,stocks.,stucks.,0,1,807,The salesman that the negotiator noticed make a mistake will still make a investment in bad stocks.,807
38,MatrixTheStill,24,0,The,Tho,0,1,553,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,553
38,MatrixTheStill,24,1,criminal,gramital,0,1,778,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,778
38,MatrixTheStill,24,2,that,thit,0,1,685,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,685
38,MatrixTheStill,24,3,no,nu,1,1,631,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,631
38,MatrixTheStill,24,4,lawyer,lakyar,0,1,645,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,645
38,MatrixTheStill,24,5,tricked,slicked,0,1,639,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,639
38,MatrixTheStill,24,6,into,insi,0,1,793,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,793
38,MatrixTheStill,24,7,a,e,0,1,659,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,659
38,MatrixTheStill,24,8,confession,concunsion,0,1,1512,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,1512
38,MatrixTheStill,24,9,will,wims,1,1,749,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,749
38,MatrixTheStill,24,10,still,stigs,1,1,629,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,629
38,MatrixTheStill,24,11,rob,ror,0,1,756,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,756
38,MatrixTheStill,24,12,a,e,1,1,523,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,523
38,MatrixTheStill,24,13,bank,babs,1,1,866,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,866
38,MatrixTheStill,24,14,in,im,0,1,860,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,860
38,MatrixTheStill,24,15,broad,groad,0,1,1039,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,1039
38,MatrixTheStill,24,16,daylight.,daclives.,1,1,1034,The criminal that no lawyer tricked into a confession will still rob a bank in broad daylight.,1034
38,MatrixNoEver,26,0,No,Ny,0,1,548,No poet that the singer remembered from the opera will ever write a poem about the evening.,548
38,MatrixNoEver,26,1,poet,ciet,1,1,639,No poet that the singer remembered from the opera will ever write a poem about the evening.,639
38,MatrixNoEver,26,2,that,thit,1,1,614,No poet that the singer remembered from the opera will ever write a poem about the evening.,614
38,MatrixNoEver,26,3,the,que,0,1,566,No poet that the singer remembered from the opera will ever write a poem about the evening.,566
38,MatrixNoEver,26,4,singer,pisher,1,1,594,No poet that the singer remembered from the opera will ever write a poem about the evening.,594
38,MatrixNoEver,26,5,remembered,recumpered,0,1,668,No poet that the singer remembered from the opera will ever write a poem about the evening.,668
38,MatrixNoEver,26,6,from,scom,0,1,659,No poet that the singer remembered from the opera will ever write a poem about the evening.,659
38,MatrixNoEver,26,7,the,que,1,1,786,No poet that the singer remembered from the opera will ever write a poem about the evening.,786
38,MatrixNoEver,26,8,opera,utefa,1,0,798,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,9,will,wims,0,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,10,ever,iler,1,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,11,write,wrimp,0,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,12,a,e,1,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,13,poem,moex,1,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,14,about,asoot,1,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,15,the,que,1,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoEver,26,16,evening.,elkming.,0,0,NA,No poet that the singer remembered from the opera will ever write a poem about the evening.,
38,MatrixNoStill,5,0,No,Ny,0,1,512,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,512
38,MatrixNoStill,5,1,hostage,hustays,1,1,685,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,685
38,MatrixNoStill,5,2,that,thit,1,1,628,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,628
38,MatrixNoStill,5,3,the,que,1,1,591,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,591
38,MatrixNoStill,5,4,kidnapper,kipnamber,1,1,692,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,692
38,MatrixNoStill,5,5,noticed,notaque,1,1,609,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,609
38,MatrixNoStill,5,6,walk,warl,1,1,603,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,603
38,MatrixNoStill,5,7,past,pash,1,1,570,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,570
38,MatrixNoStill,5,8,quietly,plianly,1,1,564,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,564
38,MatrixNoStill,5,9,will,wims,1,1,441,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,441
38,MatrixNoStill,5,10,still,stigs,0,1,628,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,628
38,MatrixNoStill,5,11,create,speard,1,1,716,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,716
38,MatrixNoStill,5,12,a,e,1,1,488,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,488
38,MatrixNoStill,5,13,distraction,dengraction,1,1,961,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,961
38,MatrixNoStill,5,14,by,hy,1,1,658,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,658
38,MatrixNoStill,5,15,shouting,fleating,1,1,687,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,687
38,MatrixNoStill,5,16,loudly.,teudly.,1,1,768,No hostage that the kidnapper noticed walk past quietly will still create a distraction by shouting loudly.,768
38,MatrixTheEver,15,0,The,Tha,0,1,562,The librarian that no curator liked as a friend will ever review a book about famous authors.,562
38,MatrixTheEver,15,1,librarian,buplorian,1,1,613,The librarian that no curator liked as a friend will ever review a book about famous authors.,613
38,MatrixTheEver,15,2,that,quat,0,1,605,The librarian that no curator liked as a friend will ever review a book about famous authors.,605
38,MatrixTheEver,15,3,no,jo,0,1,533,The librarian that no curator liked as a friend will ever review a book about famous authors.,533
38,MatrixTheEver,15,4,curator,cucanir,0,1,748,The librarian that no curator liked as a friend will ever review a book about famous authors.,748
38,MatrixTheEver,15,5,liked,lints,0,1,3777,The librarian that no curator liked as a friend will ever review a book about famous authors.,3777
38,MatrixTheEver,15,6,as,aw,1,1,1074,The librarian that no curator liked as a friend will ever review a book about famous authors.,1074
38,MatrixTheEver,15,7,a,e,1,1,928,The librarian that no curator liked as a friend will ever review a book about famous authors.,928
38,MatrixTheEver,15,8,friend,frieks,0,1,802,The librarian that no curator liked as a friend will ever review a book about famous authors.,802
38,MatrixTheEver,15,9,will,wirs,1,1,628,The librarian that no curator liked as a friend will ever review a book about famous authors.,628
38,MatrixTheEver,15,10,ever,ixer,0,1,642,The librarian that no curator liked as a friend will ever review a book about famous authors.,642
38,MatrixTheEver,15,11,review,reveak,0,1,1772,The librarian that no curator liked as a friend will ever review a book about famous authors.,1772
38,MatrixTheEver,15,12,a,e,1,1,586,The librarian that no curator liked as a friend will ever review a book about famous authors.,586
38,MatrixTheEver,15,13,book,boof,1,1,715,The librarian that no curator liked as a friend will ever review a book about famous authors.,715
38,MatrixTheEver,15,14,about,aseet,1,1,703,The librarian that no curator liked as a friend will ever review a book about famous authors.,703
38,MatrixTheEver,15,15,famous,fanees,0,1,964,The librarian that no curator liked as a friend will ever review a book about famous authors.,964
38,MatrixTheEver,15,16,authors.,awplors.,1,1,819,The librarian that no curator liked as a friend will ever review a book about famous authors.,819
38,BothTheEver,28,0,The,Que,0,1,4978,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,4978
38,BothTheEver,28,1,painter,marther,0,1,944,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,944
38,BothTheEver,28,2,that,quat,1,1,656,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,656
38,BothTheEver,28,3,the,tho,0,1,566,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,566
38,BothTheEver,28,4,sculptor,scusklor,0,1,741,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,741
38,BothTheEver,28,5,invited,inwoned,0,1,625,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,625
38,BothTheEver,28,6,to,ty,1,1,655,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,655
38,BothTheEver,28,7,the,tho,0,1,585,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,585
38,BothTheEver,28,8,gallery,nansery,0,1,794,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,794
38,BothTheEver,28,9,will,wims,0,1,683,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,683
38,BothTheEver,28,10,ever,irer,0,1,701,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,701
38,BothTheEver,28,11,paint,paise,1,0,620,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,BothTheEver,28,12,a,e,1,0,NA,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,BothTheEver,28,13,masterpiece,mastergeeps,0,0,NA,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,BothTheEver,28,14,without,winteet,1,0,NA,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,BothTheEver,28,15,a,e,0,0,NA,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,BothTheEver,28,16,brush.,brust.,0,0,NA,The painter that the sculptor invited to the gallery will ever paint a masterpiece without a brush.,
38,MatrixNoEver,8,0,No,Ny,0,1,603,No populist that the governor recognized the influence of will ever lose an election fair and square.,603
38,MatrixNoEver,8,1,populist,saculist,0,1,2389,No populist that the governor recognized the influence of will ever lose an election fair and square.,2389
38,MatrixNoEver,8,2,that,thit,1,1,588,No populist that the governor recognized the influence of will ever lose an election fair and square.,588
38,MatrixNoEver,8,3,the,que,0,1,562,No populist that the governor recognized the influence of will ever lose an election fair and square.,562
38,MatrixNoEver,8,4,governor,vaverhor,0,1,690,No populist that the governor recognized the influence of will ever lose an election fair and square.,690
38,MatrixNoEver,8,5,recognized,regoccized,1,1,697,No populist that the governor recognized the influence of will ever lose an election fair and square.,697
38,MatrixNoEver,8,6,the,que,0,1,639,No populist that the governor recognized the influence of will ever lose an election fair and square.,639
38,MatrixNoEver,8,7,influence,enscueled,0,1,599,No populist that the governor recognized the influence of will ever lose an election fair and square.,599
38,MatrixNoEver,8,8,of,ot,0,1,594,No populist that the governor recognized the influence of will ever lose an election fair and square.,594
38,MatrixNoEver,8,9,will,wirs,1,1,599,No populist that the governor recognized the influence of will ever lose an election fair and square.,599
38,MatrixNoEver,8,10,ever,aler,1,1,592,No populist that the governor recognized the influence of will ever lose an election fair and square.,592
38,MatrixNoEver,8,11,lose,lond,0,1,498,No populist that the governor recognized the influence of will ever lose an election fair and square.,498
38,MatrixNoEver,8,12,an,ab,1,1,619,No populist that the governor recognized the influence of will ever lose an election fair and square.,619
38,MatrixNoEver,8,13,election,ecattion,1,1,696,No populist that the governor recognized the influence of will ever lose an election fair and square.,696
38,MatrixNoEver,8,14,fair,facs,0,1,703,No populist that the governor recognized the influence of will ever lose an election fair and square.,703
38,MatrixNoEver,8,15,and,abs,0,1,538,No populist that the governor recognized the influence of will ever lose an election fair and square.,538
38,MatrixNoEver,8,16,square.,squars.,0,1,765,No populist that the governor recognized the influence of will ever lose an election fair and square.,765
38,MatrixTheStill,36,0,The,Thi,0,1,559,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,559
38,MatrixTheStill,36,1,prospector,protrictor,1,1,924,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,924
38,MatrixTheStill,36,2,that,thut,1,1,642,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,642
38,MatrixTheStill,36,3,no,na,0,1,661,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,661
38,MatrixTheStill,36,4,cowboy,cowsom,1,1,671,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,671
38,MatrixTheStill,36,5,shared,shased,1,1,822,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,822
38,MatrixTheStill,36,6,a,e,1,1,580,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,580
38,MatrixTheStill,36,7,drink,drire,0,1,813,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,813
38,MatrixTheStill,36,8,with,wiss,0,1,574,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,574
38,MatrixTheStill,36,9,will,wips,1,1,649,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,649
38,MatrixTheStill,36,10,still,stell,0,1,754,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,754
38,MatrixTheStill,36,11,reveal,recial,1,1,762,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,762
38,MatrixTheStill,36,12,the,whe,0,1,631,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,631
38,MatrixTheStill,36,13,location,taration,1,1,719,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,719
38,MatrixTheStill,36,14,of,oy,0,1,595,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,595
38,MatrixTheStill,36,15,the,que,1,1,786,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,786
38,MatrixTheStill,36,16,gold.,golt.,1,1,621,The prospector that no cowboy shared a drink with will still reveal the location of the gold.,621
38,MatrixTheEver,27,0,The,Thi,0,0,735,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,1,foreman,finkman,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,2,that,grat,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,3,no,vo,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,4,architect,arquitome,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,5,believed,beriewed,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,6,to,ro,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,7,be,ti,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,8,lazy,taky,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,9,will,wist,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,10,ever,uler,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,11,lay,lak,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,12,the,thi,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,13,foundation,foollation,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,14,for,fom,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,15,the,thi,0,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,MatrixTheEver,27,16,skyscraper.,glyspliper.,1,0,NA,The foreman that no architect believed to be lazy will ever lay the foundation for the skyscraper.,
38,BothTheStill,25,0,The,Thi,0,1,600,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,600
38,BothTheStill,25,1,dancer,dorner,1,1,1026,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,1026
38,BothTheStill,25,2,that,thit,0,1,913,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,913
38,BothTheStill,25,3,the,que,0,1,718,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,718
38,BothTheStill,25,4,ballerina,bommerila,1,1,683,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,683
38,BothTheStill,25,5,trusted,chisted,0,1,704,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,704
38,BothTheStill,25,6,to,tu,0,1,455,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,455
38,BothTheStill,25,7,catch,cales,1,1,776,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,776
38,BothTheStill,25,8,her,hor,1,1,720,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,720
38,BothTheStill,25,9,will,wims,1,1,612,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,612
38,BothTheStill,25,10,still,stigs,1,1,592,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,592
38,BothTheStill,25,11,learn,leace,0,1,670,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,670
38,BothTheStill,25,12,the,que,0,1,558,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,558
38,BothTheStill,25,13,choreography,quoseecrathy,0,1,799,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,799
38,BothTheStill,25,14,for,fos,1,1,594,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,594
38,BothTheStill,25,15,the,que,1,1,589,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,589
38,BothTheStill,25,16,show.,clow.,1,0,767,The dancer that the ballerina trusted to catch her will still learn the choreography for the show.,
38,BothTheEver,4,0,The,Tho,0,1,709,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,709
38,BothTheEver,4,1,scientist,chiantirs,0,1,682,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,682
38,BothTheEver,4,2,that,snat,0,1,955,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,955
38,BothTheEver,4,3,the,tha,1,1,726,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,726
38,BothTheEver,4,4,dean,doun,0,1,704,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,704
38,BothTheEver,4,5,respected,regranted,1,0,1129,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,6,as,ys,1,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,7,a,e,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,8,teacher,learter,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,9,will,woll,1,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,10,ever,iler,1,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,11,publish,puptish,1,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,12,a,e,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,13,paper,mamer,1,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,14,about,asiet,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,15,blue,scue,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheEver,4,16,whales.,whawed.,0,0,NA,The scientist that the dean respected as a teacher will ever publish a paper about blue whales.,
38,BothTheStill,13,0,The,Thi,0,1,531,The electrician that the plumber said was very incompetent will still botch a job for a client.,531
38,BothTheStill,13,1,electrician,eturtwician,1,1,829,The electrician that the plumber said was very incompetent will still botch a job for a client.,829
38,BothTheStill,13,2,that,quat,0,1,504,The electrician that the plumber said was very incompetent will still botch a job for a client.,504
38,BothTheStill,13,3,the,tho,1,1,876,The electrician that the plumber said was very incompetent will still botch a job for a client.,876
38,BothTheStill,13,4,plumber,plopeer,1,1,637,The electrician that the plumber said was very incompetent will still botch a job for a client.,637
38,BothTheStill,13,5,said,salm,0,1,645,The electrician that the plumber said was very incompetent will still botch a job for a client.,645
38,BothTheStill,13,6,was,ras,1,1,667,The electrician that the plumber said was very incompetent will still botch a job for a client.,667
